File name,Width (W/d),Height (H/d),Phi,Event No.,Frame rate,No arch [frame],Arch made [frame],Arch break [frame],t_flow [s],t_arch [s],V_flow [mm3],V_arch [mm3],notes
"w2,7_h3,6_ts500_phic_1ml,min_100fps_5",,,,,,,,,,,,,
,2.7,3.6,,1,100,559,837,869,2.78,0.32,46.33333333,5.333333333,temp partial arch
,2.7,3.6,,2,100,869,900,1731,0.31,8.31,5.166666667,0,permanent
,2.7,3.6,,3,100,1731,1941,2043,2.1,1.02,35,17,temp    
,2.7,3.6,,4,100,2043,2128,2166,0.85,0.38,14.16666667,6.333333333,temp partial arch
,2.7,3.6,,5,100,2166,,,,,0,0,video ended
