File name,Width (W/d),Height (H/d),Phi,Event No.,Frame rate,No arch [frame],Arch made [frame],Arch break [frame],t_flow [s],t_arch [s],V_flow [mm3],V_arch [mm3],notes
"w2,7_h3,6_ts500_phic_1ml,min_100fps_4",,,,,,,,,,,,,
,2.7,3.6,,1,100,398,425,1271,0.27,8.46,4.5,0,permanent
,2.7,3.6,,2,100,1271,1286,1985,0.15,6.99,2.5,0,permanent
,2.7,3.6,,3,100,1985,2020,2060,0.35,0.4,5.833333333,6.666666667,temp partial arch
,2.7,3.6,,4,100,2060,2835,4451,7.75,16.16,129.1666667,0,permanent
,2.7,3.6,,5,100,4451,4483,5447,0.32,9.64,5.333333333,0,permanent
,2.7,3.6,,6,100,5447,6368,6435,9.21,0.67,153.5,11.16666667,temp
,2.7,3.6,,7,100,6435,,,,,0,0,video ended
